d0 0
d1 0
d2 1
d3 1
d4 1
d5 1
d6 1
d7 1
d8 1
d9 1
d10 0
d11 0
d12 2
d13 0
d14 1
d15 1
d16 0
d17 1
d18 1
d19 1
d20 2
d21 1
d22 2
d23 2
d24 1
d25 0
d26 2
d27 2
d28 2
d29 1
d30 1
d31 1
d32 0
d33 1
d34 1
d35 0
d36 0
d37 1
d38 2
d39 1
d40 2
d41 2
d42 2
d43 2
d44 1
d45 2
d46 2
d47 1
d48 1
d49 1
d50 2
d51 1
d52 1
d53 1
d54 0
d55 1
d56 0
d57 2
d58 2
d59 1
d60 1
d61 0
d62 0
d63 1
d64 1
d65 1
d66 1
d67 1
d68 1
d69 2
d70 0
d71 2
d72 1
d73 1
d74 2
d75 0
d76 1
d77 1
d78 0
d79 1
d80 0
d81 2
d82 2
d83 0
d84 1
d85 2
d86 1
d87 2
d88 1
d89 1
d90 1
d91 0
d92 1
d93 2
d94 0
d95 1
d96 2
d97 0
d98 1
d99 1
d100 2
d101 1
d102 1
d103 1
d104 1
d105 0
d106 1
d107 2
d108 1
d109 0
d110 2
d111 0
d112 2
d113 0
d114 1
d115 1
d116 1
d117 1
d118 0
d119 0
d120 2
d121 1
d122 0
d123 1
d124 1
d125 1
d126 1
d127 0
d128 1
d129 0
d130 0
d131 1
d132 2
d133 2
d134 2
d135 2
d136 1
d137 1
d138 1
d139 0
d140 1
d141 0
d142 2
d143 1
d144 2
d145 1
d146 1
d147 1
d148 1
d149 0
d150 0
d151 0
d152 1
d153 1
d154 2
d155 1
d156 0
d157 1
d158 1
d159 0
d160 0
d161 1
d162 0
d163 1
d164 1
d165 0
d166 0
d167 0
d168 1
d169 0
d170 1
d171 1
d172 2
d173 0
d174 2
d175 1
d176 1
d177 1
d178 0
d179 2
d180 1
d181 1
d182 2
d183 0
d184 1
d185 0
d186 2
d187 1
d188 1
d189 0
d190 2
d191 1
d192 2
d193 0
d194 2
d195 1
d196 1
d197 2
d198 0
d199 2
d200 1
d201 1
d202 2
d203 1
d204 1
d205 2
d206 0
d207 0
d208 1
d209 1
d210 2
d211 2
d212 1
d213 0
d214 1
d215 0
d216 1
d217 1
d218 2
d219 2
d220 2
d221 0
d222 1
d223 1
d224 0
d225 2
d226 2
d227 1
d228 2
d229 2
d230 2
d231 0
d232 0
d233 1
d234 0
d235 2
d236 0
d237 2
d238 2
d239 1
d240 0
d241 2
d242 2
d243 1
d244 1
d245 2
d246 1
d247 0
d248 1
d249 0
d250 1
d251 1
d252 1
d253 2
d254 1
d255 1
d256 2
d257 0
d258 0
d259 1
d260 2
d261 0
d262 0
d263 2
d264 1
d265 2
d266 0
d267 1
d268 0
d269 2
d270 1
d271 1
d272 1
d273 1
d274 1
d275 0
d276 1
d277 0
d278 2
d279 2
d280 0
d281 2
d282 0
d283 1
d284 2
d285 2
d286 2
d287 0
d288 1
d289 1
d290 2
d291 1
d292 1
d293 1
d294 2
d295 1
d296 1
d297 1
d298 0
d299 1
d300 0
d301 1
d302 2
d303 0
d304 2
d305 1
d306 1
d307 0
d308 2
d309 2
d310 1
d311 1
d312 1
d313 0
d314 1
d315 1
d316 2
d317 1
d318 2
d319 1
d320 2
d321 0
d322 1
d323 1
d324 1
d325 1
d326 1
d327 1
d328 0
d329 0
d330 2
d331 2
d332 1
d333 1
d334 0
d335 1
d336 2
d337 2
d338 1
d339 1
d340 0
d341 1
d342 1
d343 1
d344 1
d345 1
d346 1
d347 1
d348 1
d349 2
d350 1
d351 0
d352 1
d353 1
d354 1
d355 0
d356 0
d357 2
d358 0
d359 1
d360 1
d361 2
d362 0
d363 2
d364 0
d365 0
d366 1
d367 1
d368 0
d369 1
d370 1
d371 0
d372 1
d373 1
d374 1
d375 1
d376 2
d377 1
d378 1
d379 1
d380 0
d381 0
d382 1
d383 0
d384 1
d385 1
d386 1
d387 2
d388 1
d389 2
d390 0
d391 1
d392 0
d393 2
d394 2
d395 1
d396 1
d397 0
d398 1
d399 0
d400 1
d401 2
d402 1
d403 2
d404 1
d405 0
d406 2
d407 2
d408 1
d409 1
d410 1
d411 1
d412 1
d413 0
d414 0
d415 1
d416 2
d417 1
d418 2
d419 1
d420 2
d421 1
d422 1
d423 2
d424 1
d425 2
d426 1
d427 1
d428 2
d429 1
d430 2
d431 1
d432 2
d433 1
d434 1
d435 1
d436 1
d437 1
d438 1
d439 1
d440 2
d441 0
d442 2
d443 1
d444 0
d445 1
d446 1
d447 2
d448 2
d449 0
d450 2
d451 0
d452 0
d453 1
d454 0
d455 2
d456 2
d457 0
d458 2
d459 1
d460 1
d461 2
d462 1
d463 2
d464 1
d465 2
d466 1
d467 2
d468 0
d469 2
d470 1
d471 2
d472 2
d473 0
d474 2
d475 1
d476 1
d477 1
d478 1
d479 2
d480 1
d481 1
d482 1
d483 1
d484 2
d485 1
d486 2
d487 0
d488 0
d489 0
d490 1
d491 2
d492 1
d493 1
d494 1
d495 1
d496 0
d497 0
d498 1
d499 1
d500 1
d501 1
d502 1
d503 1
d504 1
d505 1
d506 1
d507 2
d508 1
d509 2
d510 1
d511 2
d512 1
d513 1
d514 0
d515 1
d516 1
d517 1
d518 1
d519 1
d520 0
d521 1
d522 2
d523 1
d524 0
d525 1
d526 0
d527 1
d528 1
d529 2
d530 1
d531 1
d532 1
d533 2
d534 2
d535 2
d536 0
d537 2
d538 1
d539 1
d540 1
d541 1
d542 0
d543 0
d544 0
d545 1
d546 1
d547 0
d548 1
d549 2
d550 1
d551 1
d552 1
d553 0
d554 0
d555 0
d556 2
d557 1
d558 2
d559 1
d560 1
d561 1
d562 1
d563 1
d564 0
d565 1
d566 0
d567 0
d568 1
d569 1
d570 1
d571 1
d572 0
d573 1
d574 1
d575 1
d576 1
d577 1
d578 0
d579 0
d580 1
d581 1
d582 1
d583 1
d584 1
d585 1
d586 2
d587 2
d588 1
d589 1
d590 1
d591 1
d592 1
d593 1
d594 1
d595 0
d596 0
d597 1
d598 1
d599 2
d600 1
d601 0
d602 0
d603 1
d604 1
d605 1
d606 2
d607 1
d608 1
d609 1
d610 1
d611 1
d612 1
d613 1
d614 0
d615 1
d616 1
d617 1
d618 1
d619 0
d620 1
d621 1
d622 1
d623 1
d624 1
d625 1
d626 1
d627 1
d628 0
d629 1
d630 1
d631 1
d632 1
d633 0
d634 1
d635 1
d636 1
d637 0
d638 2
d639 0
d640 1
d641 2
d642 0
d643 1
d644 1
d645 1
d646 1
d647 1
d648 2
d649 1
d650 2
d651 0
d652 2
d653 0
d654 2
d655 1
d656 1
d657 2
d658 2
d659 2
d660 2
d661 1
d662 2
d663 1
d664 2
d665 1
d666 2
d667 1
d668 1
d669 2
d670 0
d671 1
d672 1
d673 0
d674 1
d675 1
d676 0
d677 1
d678 0
d679 1
d680 0
d681 1
d682 0
d683 1
d684 1
d685 1
d686 2
d687 2
d688 1
d689 1
d690 0
d691 1
d692 1
d693 2
d694 1
d695 1
d696 1
d697 1
d698 1
d699 1
d700 1
d701 1
d702 0
d703 1
d704 0
d705 1
d706 1
d707 2
d708 0
d709 0
d710 2
d711 1
d712 2
d713 1
d714 1
d715 2
d716 1
d717 1
d718 1
d719 2
d720 1
d721 1
d722 2
d723 1
d724 1
d725 2
d726 1
d727 1
d728 2
d729 1
d730 0
d731 1
d732 1
d733 1
d734 1
d735 2
d736 0
d737 0
d738 1
d739 1
d740 1
d741 1
d742 2
d743 1
d744 1
d745 0
d746 1
d747 1
d748 0
d749 1
d750 1
d751 0
d752 1
d753 0
d754 1
d755 2
d756 2
d757 1
d758 2
d759 2
d760 1
d761 1
d762 2
d763 2
d764 1
d765 1
d766 1
d767 1
d768 1
d769 1
d770 1
d771 1
d772 1
d773 1
d774 1
d775 1
d776 1
d777 2
d778 1
d779 1
d780 2
d781 1
d782 1
d783 1
d784 0
d785 1
d786 1
d787 0
d788 1
d789 1
d790 1
d791 0
d792 2
d793 1
d794 1
d795 1
d796 1
d797 1
d798 1
d799 2
d800 1
d801 1
d802 2
d803 1
d804 1
d805 1
d806 2
d807 1
d808 2
d809 1
d810 1
d811 0
d812 2
d813 1
d814 1
d815 1
d816 2
d817 1
d818 1
d819 1
d820 2
d821 2
d822 1
d823 1
d824 1
d825 1
d826 2
d827 1
d828 2
d829 2
d830 2
d831 2
d832 1
d833 1
d834 1
d835 0
d836 2
d837 1
d838 0
d839 0
d840 1
d841 1
d842 1
d843 2
d844 1
d845 0
d846 0
d847 2
d848 1
d849 1
d850 1
d851 1
d852 1
d853 2
d854 0
d855 1
d856 1
d857 0
d858 1
d859 0
d860 1
d861 0
d862 1
d863 1
d864 2
d865 1
d866 1
d867 0
d868 1
d869 1
d870 1
d871 2
d872 1
d873 2
d874 2
d875 1
d876 1
d877 1
d878 2
d879 2
d880 1
d881 1
d882 1
d883 0
d884 1
d885 1
d886 1
d887 1
d888 1
d889 0
d890 0
d891 1
d892 1
d893 0
d894 1
d895 2
d896 1
d897 0
d898 1
d899 1
d900 0
d901 1
d902 1
d903 1
d904 2
d905 1
d906 1
d907 1
d908 1
d909 1
d910 1
d911 1
d912 2
d913 1
d914 1
d915 1
d916 2
d917 1
d918 1
d919 1
d920 2
d921 2
d922 1
d923 1
d924 1
d925 2
d926 1
d927 2
d928 1
d929 2
d930 1
d931 1
d932 0
d933 1
d934 1
d935 2
d936 2
d937 2
d938 2
d939 2
d940 1
d941 2
d942 1
d943 1
d944 1
d945 2
d946 2
d947 0
d948 1
d949 2
d950 2
d951 2
d952 1
d953 0
d954 1
d955 0
d956 1
d957 1
d958 0
d959 0
d960 2
d961 1
d962 2
d963 1
d964 1
d965 1
d966 2
d967 1
d968 0
d969 1
d970 2
d971 0
d972 0
d973 2
d974 1
d975 1
d976 1
d977 2
d978 1
d979 0
