d0 1
d1 0
d2 0
d3 1
d4 2
d5 1
d6 1
d7 1
d8 1
d9 0
d10 0
d11 0
d12 1
d13 1
d14 1
d15 1
d16 2
d17 1
d18 1
d19 1
d20 1
d21 1
d22 1
d23 0
d24 2
d25 0
d26 0
d27 1
d28 1
d29 0
d30 1
d31 2
d32 1
d33 0
d34 0
d35 0
d36 1
d37 1
d38 0
d39 2
d40 1
d41 0
d42 1
d43 1
d44 0
d45 2
d46 1
d47 1
d48 1
d49 1
d50 0
d51 1
d52 2
d53 1
d54 2
d55 0
d56 1
d57 2
d58 1
d59 2
d60 1
d61 0
d62 1
d63 2
d64 1
d65 1
d66 0
d67 0
d68 0
d69 0
d70 0
d71 0
d72 0
d73 2
d74 0
d75 1
d76 0
d77 0
d78 1
d79 1
d80 0
d81 1
d82 2
d83 2
d84 2
d85 1
d86 2
d87 0
d88 1
d89 2
d90 2
d91 2
d92 1
d93 0
d94 1
d95 1
d96 0
d97 0
d98 2
d99 1
d100 0
d101 2
d102 2
d103 2
d104 1
d105 1
d106 0
d107 1
d108 0
d109 2
d110 2
d111 2
d112 2
d113 1
d114 1
d115 1
d116 0
d117 1
d118 2
d119 1
d120 1
d121 1
d122 2
d123 2
d124 1
d125 0
d126 0
d127 1
d128 1
d129 1
d130 0
d131 1
d132 0
d133 1
d134 1
d135 1
d136 0
d137 0
d138 1
d139 0
d140 0
d141 1
d142 0
d143 0
d144 1
d145 1
d146 1
d147 1
d148 1
d149 1
d150 2
d151 1
d152 2
d153 2
d154 1
d155 1
d156 2
d157 1
d158 1
d159 0
d160 0
d161 2
d162 0
d163 1
d164 1
d165 1
d166 1
d167 2
d168 1
d169 2
d170 2
d171 0
d172 2
d173 1
d174 2
d175 0
d176 1
d177 0
d178 1
d179 2
d180 2
d181 1
d182 0
d183 0
d184 1
d185 2
d186 0
d187 1
d188 1
d189 1
d190 0
d191 0
d192 1
d193 2
d194 2
d195 2
d196 2
d197 2
d198 1
d199 0
d200 1
d201 0
d202 2
d203 1
d204 0
d205 1
d206 0
d207 2
d208 2
d209 1
d210 1
d211 2
d212 0
d213 0
d214 1
d215 2
d216 1
d217 2
d218 2
d219 0
d220 1
d221 0
d222 0
d223 0
d224 2
d225 2
d226 2
d227 2
d228 1
d229 0
d230 1
d231 1
d232 1
d233 0
d234 1
d235 0
d236 0
d237 1
d238 1
d239 0
d240 1
d241 2
d242 0
d243 2
d244 1
d245 0
d246 0
d247 0
d248 2
d249 2
d250 2
d251 1
d252 0
d253 0
d254 1
d255 2
d256 2
d257 2
d258 0
d259 0
d260 2
d261 0
d262 2
d263 0
d264 2
d265 1
d266 1
d267 1
d268 1
d269 0
d270 2
d271 0
d272 0
d273 1
d274 2
d275 0
d276 1
d277 0
d278 1
d279 1
d280 1
d281 0
d282 2
d283 2
d284 1
d285 1
d286 0
d287 1
d288 1
d289 1
d290 1
d291 0
d292 1
d293 2
d294 2
d295 1
d296 1
d297 0
d298 0
d299 1
d300 0
d301 1
d302 0
d303 1
d304 0
d305 2
d306 1
d307 2
d308 1
d309 0
d310 0
d311 2
d312 2
d313 0
d314 0
d315 0
d316 0
d317 2
d318 2
d319 0
d320 0
d321 2
d322 0
d323 0
d324 0
d325 1
d326 0
d327 2
d328 0
d329 1
d330 1
d331 1
d332 1
d333 1
d334 1
d335 1
d336 1
d337 1
d338 1
d339 0
d340 1
d341 1
d342 1
d343 1
d344 1
d345 1
d346 0
d347 1
d348 1
d349 0
d350 1
d351 0
d352 0
d353 0
d354 2
d355 2
d356 1
d357 0
d358 1
d359 1
d360 1
d361 1
d362 1
d363 0
d364 0
d365 1
d366 1
d367 2
d368 2
d369 2
d370 0
d371 2
d372 1
d373 2
d374 2
d375 2
d376 0
d377 1
d378 1
d379 0
d380 1
d381 0
d382 0
d383 2
d384 1
d385 0
d386 0
d387 2
d388 0
d389 2
d390 2
d391 1
d392 2
d393 2
d394 0
d395 0
d396 1
d397 0
d398 2
d399 2
d400 2
d401 2
d402 2
d403 2
d404 0
d405 1
d406 2
d407 1
d408 1
d409 2
d410 1
d411 2
d412 2
d413 2
d414 2
d415 2
d416 1
d417 2
d418 0
d419 1
d420 1
d421 1
d422 1
d423 1
d424 0
d425 0
d426 2
d427 2
d428 2
d429 1
d430 2
d431 0
d432 0
d433 1
d434 1
d435 2
d436 1
d437 0
d438 1
d439 0
d440 1
d441 1
d442 1
d443 1
d444 1
d445 0
d446 0
d447 0
d448 2
d449 0
d450 1
d451 2
d452 0
d453 0
d454 2
d455 1
d456 0
d457 0
d458 0
d459 1
d460 1
d461 2
d462 0
d463 1
d464 1
d465 2
d466 1
d467 1
d468 1
d469 2
d470 0
d471 1
d472 1
d473 1
d474 1
d475 1
d476 1
d477 0
d478 0
d479 2
d480 1
d481 0
d482 2
d483 1
d484 1
d485 1
d486 0
d487 0
d488 0
d489 0
d490 0
d491 1
d492 1
d493 2
d494 2
d495 1
d496 1
d497 1
d498 2
d499 1
d500 0
d501 0
d502 0
d503 2
d504 2
d505 1
d506 0
d507 1
d508 1
d509 0
d510 1
d511 1
d512 2
d513 0
d514 2
d515 1
d516 2
d517 1
d518 0
d519 1
d520 2
d521 1
d522 1
d523 1
d524 1
d525 2
d526 0
d527 0
d528 2
d529 0
d530 1
d531 2
d532 1
d533 2
d534 1
d535 1
d536 1
d537 1
d538 0
d539 1
d540 1
d541 1
d542 1
d543 1
d544 0
d545 0
d546 0
d547 1
d548 0
d549 1
d550 2
d551 0
d552 0
d553 1
d554 2
d555 1
d556 1
d557 2
d558 1
d559 1
d560 1
d561 1
d562 1
d563 0
d564 2
d565 0
d566 0
d567 2
d568 0
d569 0
d570 2
d571 1
d572 1
d573 1
d574 1
d575 2
d576 1
d577 1
d578 1
d579 0
d580 1
d581 2
d582 2
d583 2
d584 1
d585 0
d586 1
d587 1
d588 1
d589 1
d590 1
d591 2
d592 2
d593 1
d594 2
d595 0
d596 0
d597 1
d598 0
d599 0
d600 2
d601 1
d602 0
d603 1
d604 1
d605 2
d606 2
d607 2
d608 2
d609 2
d610 2
d611 1
d612 2
d613 1
d614 1
d615 1
d616 2
d617 0
d618 1
d619 1
d620 1
d621 0
d622 2
d623 1
d624 1
d625 2
d626 2
d627 2
d628 0
d629 2
d630 0
d631 0
d632 2
d633 1
d634 0
d635 2
d636 2
d637 0
d638 2
d639 2
d640 2
d641 0
d642 1
d643 1
d644 2
d645 2
d646 2
d647 1
d648 1
d649 2
d650 0
d651 2
d652 1
d653 1
d654 2
d655 2
d656 1
d657 1
d658 1
d659 2
d660 0
d661 0
d662 0
d663 2
d664 2
d665 0
d666 0
d667 0
d668 0
d669 1
d670 0
d671 1
d672 2
d673 2
d674 2
d675 1
d676 1
d677 0
d678 2
d679 2
d680 1
d681 1
d682 2
d683 1
d684 1
d685 0
d686 1
d687 0
d688 2
d689 2
d690 0
d691 0
d692 2
d693 0
d694 1
d695 1
d696 0
d697 0
d698 2
d699 1
d700 2
d701 2
d702 1
d703 0
d704 0
d705 1
d706 1
d707 1
d708 1
d709 0
d710 0
d711 2
d712 1
d713 1
d714 0
d715 0
d716 2
d717 0
d718 0
d719 2
d720 2
d721 0
d722 1
d723 2
d724 1
d725 1
d726 1
d727 2
d728 1
d729 1
d730 1
d731 1
d732 2
d733 1
d734 1
d735 0
d736 0
d737 1
d738 1
d739 0
d740 2
d741 2
d742 1
d743 0
d744 1
d745 0
d746 0
d747 0
d748 1
d749 2
d750 1
d751 0
d752 1
d753 1
d754 0
d755 1
d756 1
d757 1
d758 1
d759 1
d760 2
d761 0
d762 2
d763 2
d764 0
d765 2
d766 1
d767 2
d768 1
d769 1
d770 2
d771 1
d772 0
d773 1
d774 1
d775 1
d776 1
d777 1
d778 1
d779 1
d780 1
d781 1
d782 1
d783 1
d784 2
d785 0
d786 2
d787 1
d788 2
d789 1
d790 1
d791 0
d792 1
d793 1
d794 0
d795 0
d796 0
d797 2
d798 1
d799 1
d800 0
d801 2
d802 2
d803 2
d804 2
d805 2
d806 2
d807 2
d808 1
d809 0
d810 2
d811 1
d812 0
d813 1
d814 2
d815 0
d816 1
d817 0
d818 0
d819 2
d820 0
d821 0
d822 0
d823 1
d824 0
d825 0
d826 0
d827 0
d828 0
d829 2
d830 2
d831 1
d832 1
d833 1
d834 1
d835 0
d836 1
d837 2
d838 2
d839 2
d840 0
d841 2
d842 2
d843 2
d844 0
d845 2
d846 0
d847 0
d848 2
d849 1
d850 0
d851 1
d852 1
d853 1
d854 1
d855 1
d856 1
d857 1
d858 0
d859 1
d860 1
d861 2
d862 2
d863 1
d864 0
d865 1
d866 2
d867 1
d868 0
d869 2
d870 2
d871 2
d872 0
d873 1
d874 1
d875 2
d876 2
d877 0
d878 0
d879 0
d880 2
d881 2
d882 0
d883 2
d884 1
d885 1
d886 2
d887 1
d888 1
d889 2
d890 1
d891 1
d892 2
d893 1
d894 1
d895 0
d896 1
d897 2
d898 2
d899 1
d900 1
d901 0
d902 0
d903 0
d904 2
d905 0
d906 2
d907 1
d908 1
d909 2
d910 0
d911 0
d912 0
d913 2
d914 1
d915 0
d916 2
d917 1
d918 0
d919 0
d920 1
d921 1
d922 0
d923 2
d924 1
d925 1
d926 1
d927 0
d928 1
d929 1
d930 1
d931 1
d932 0
d933 2
d934 1
d935 1
d936 1
d937 0
d938 1
d939 2
d940 0
d941 1
d942 1
d943 1
d944 1
d945 2
d946 1
d947 0
d948 0
d949 2
d950 1
d951 0
d952 0
d953 1
d954 1
d955 2
d956 2
d957 1
d958 1
d959 1
d960 1
d961 0
d962 2
d963 2
d964 2
d965 1
d966 1
d967 1
d968 2
d969 1
d970 1
d971 2
d972 1
d973 0
d974 0
d975 0
d976 2
d977 1
d978 0
d979 0
d980 1
d981 1
d982 1
d983 0
d984 0
d985 1
d986 0
d987 0
d988 2
d989 2
d990 1
d991 1
d992 1
d993 0
d994 1
d995 0
d996 1
d997 2
d998 0
d999 0
d1000 0
d1001 0
d1002 1
d1003 0
d1004 1
d1005 1
d1006 1
d1007 1
d1008 1
d1009 0
d1010 1
d1011 2
d1012 1
d1013 0
d1014 0
